date,value,unit,source,frequency,notes
2015-06-01,14.34,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2015-07-01,14.35,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2015-08-01,19.43,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2015-09-01,24.38,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2015-10-01,16.79,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2015-11-01,16.21,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2015-12-01,18.03,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2016-01-01,23.72,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2016-02-01,22.52,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2016-03-01,15.85,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2016-04-01,14.3,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2016-05-01,14.85,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2016-06-01,17.77,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2016-07-01,13.16,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2016-08-01,12.4,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2016-09-01,14.22,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2016-10-01,14.59,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2016-11-01,15.24,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2016-12-01,12.47,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2017-01-01,11.61,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2017-02-01,11.53,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2017-03-01,11.9,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2017-04-01,13.14,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2017-05-01,10.86,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2017-06-01,10.51,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2017-07-01,10.26,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2017-08-01,11.98,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2017-09-01,10.44,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2017-10-01,10.13,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2017-11-01,10.54,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2017-12-01,10.26,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2018-01-01,11.06,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2018-02-01,22.46,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2018-03-01,19.02,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2018-04-01,18.27,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2018-05-01,14.12,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2018-06-01,13.68,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2018-07-01,13.15,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2018-08-01,12.55,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2018-09-01,12.91,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2018-10-01,19.35,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2018-11-01,19.39,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2018-12-01,24.95,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2019-01-01,19.57,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2019-02-01,15.23,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2019-03-01,14.49,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2019-04-01,12.95,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2019-05-01,16.72,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2019-06-01,15.84,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2019-07-01,13.31,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2019-08-01,18.98,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2019-09-01,15.56,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2019-10-01,15.47,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2019-11-01,12.52,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2019-12-01,13.76,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2020-01-01,13.94,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2020-02-01,19.63,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2020-03-01,57.74,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2020-04-01,41.45,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2020-05-01,30.9,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2020-06-01,31.12,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2020-07-01,26.84,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2020-08-01,22.89,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2020-09-01,27.65,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2020-10-01,29.44,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2020-11-01,25.0,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2020-12-01,22.37,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2021-01-01,24.91,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2021-02-01,23.14,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2021-03-01,21.84,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2021-04-01,17.42,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2021-05-01,19.76,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2021-06-01,16.96,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2021-07-01,17.6,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2021-08-01,17.48,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2021-09-01,19.82,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2021-10-01,17.87,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2021-11-01,18.5,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2021-12-01,21.35,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2022-01-01,23.18,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2022-02-01,25.75,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2022-03-01,26.97,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2022-04-01,24.37,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2022-05-01,29.45,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2022-06-01,28.1,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2022-07-01,24.87,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2022-08-01,22.17,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2022-09-01,27.41,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2022-10-01,30.01,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2022-11-01,23.44,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2022-12-01,21.78,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2023-01-01,20.2,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2023-02-01,20.06,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2023-03-01,21.64,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2023-04-01,17.82,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2023-05-01,17.64,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2023-06-01,13.99,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2023-07-01,13.94,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2023-08-01,15.85,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2023-09-01,15.24,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2023-10-01,18.89,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2023-11-01,14.08,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2023-12-01,12.72,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2024-01-01,13.4,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2024-02-01,13.94,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2024-03-01,13.79,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2024-04-01,16.14,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2024-05-01,13.09,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2024-06-01,12.68,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2024-07-01,14.47,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2024-08-01,19.31,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2024-09-01,17.77,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2024-10-01,19.96,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2024-11-01,16.12,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2024-12-01,15.87,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2025-01-01,16.75,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2025-02-01,17.05,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2025-03-01,21.84,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2025-04-01,31.97,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2025-05-01,20.46,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2025-06-01,18.22,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2025-07-01,16.33,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2025-08-01,15.75,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2025-09-01,15.77,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2025-10-01,18.09,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2025-11-01,19.9,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2025-12-01,15.55,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2026-01-01,16.05,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2026-02-01,19.24,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
2026-03-01,24.73,Index (implied volatility %),Yahoo Finance — ^VIX,Monthly (average of daily closes),CBOE Volatility Index — geopolitical and market uncertainty proxy
