date,value,unit,source,frequency,notes
2000-01-01,14437.5,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2000 annual USD)
2000-02-01,14093.75,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2000 annual USD)
2000-03-01,15225.0,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2000 annual USD)
2000-04-01,16218.75,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2000 annual USD)
2000-05-01,16543.48,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2000 annual USD)
2000-06-01,14977.27,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2000 annual USD)
2000-07-01,13071.43,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2000 annual USD)
2000-08-01,13934.78,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2000 annual USD)
2000-09-01,15029.76,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2000 annual USD)
2000-10-01,16681.82,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2000 annual USD)
2000-11-01,16000.0,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2000 annual USD)
2000-12-01,16000.0,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2000 annual USD)
2001-01-01,13500.0,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2001 annual USD)
2001-02-01,13900.0,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2001 annual USD)
2001-03-01,14272.73,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2001 annual USD)
2001-04-01,14119.05,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2001 annual USD)
2001-05-01,10908.7,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2001 annual USD)
2001-06-01,10814.29,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2001 annual USD)
2001-07-01,10293.18,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2001 annual USD)
2001-08-01,9681.52,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2001 annual USD)
2001-09-01,9312.5,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2001 annual USD)
2001-10-01,8250.0,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2001 annual USD)
2001-11-01,8250.0,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2001 annual USD)
2001-12-01,7592.86,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2001 annual USD)
2002-01-01,6950.0,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2002 annual USD)
2002-02-01,6950.0,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2002 annual USD)
2002-03-01,6765.48,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2002 annual USD)
2002-04-01,6625.0,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2002 annual USD)
2002-05-01,6684.78,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2002 annual USD)
2002-06-01,6706.25,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2002 annual USD)
2002-07-01,6788.04,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2002 annual USD)
2002-08-01,6613.64,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2002 annual USD)
2002-09-01,6685.71,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2002 annual USD)
2002-10-01,6188.04,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2002 annual USD)
2002-11-01,6185.71,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2002 annual USD)
2002-12-01,6551.14,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2002 annual USD)
2003-01-01,13724.8,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2003 annual USD)
2003-02-01,14426.48,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2003 annual USD)
2003-03-01,16688.64,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2003 annual USD)
2003-04-01,16924.46,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2003 annual USD)
2003-05-01,17937.89,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2003 annual USD)
2003-06-01,19538.03,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2003 annual USD)
2003-07-01,19581.4,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2003 annual USD)
2003-08-01,19234.44,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2003 annual USD)
2003-09-01,18828.78,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2003 annual USD)
2003-10-01,19552.1,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2003 annual USD)
2003-11-01,25581.51,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2003 annual USD)
2003-12-01,34005.51,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2003 annual USD)
2004-01-01,49222.59,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2004 annual USD)
2004-02-01,49818.73,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2004 annual USD)
2004-03-01,50171.15,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2004 annual USD)
2004-04-01,48601.61,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2004 annual USD)
2004-05-01,46839.23,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2004 annual USD)
2004-06-01,46214.59,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2004 annual USD)
2004-07-01,45381.65,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2004 annual USD)
2004-08-01,43829.22,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2004 annual USD)
2004-09-01,42959.85,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2004 annual USD)
2004-10-01,40463.89,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2004 annual USD)
2004-11-01,31063.64,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2004 annual USD)
2004-12-01,32403.36,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2004 annual USD)
2005-01-01,34645.42,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2005 annual USD)
2005-02-01,33487.84,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2005 annual USD)
2005-03-01,30406.81,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2005 annual USD)
2005-04-01,32460.45,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2005 annual USD)
2005-05-01,29070.72,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2005 annual USD)
2005-06-01,26714.33,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2005 annual USD)
2005-07-01,25135.32,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2005 annual USD)
2005-08-01,29046.21,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2005 annual USD)
2005-09-01,29206.51,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2005 annual USD)
2005-10-01,25262.83,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2005 annual USD)
2005-11-01,25066.68,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2005 annual USD)
2005-12-01,26867.5,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2005 annual USD)
2006-01-01,25742.3,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2006 annual USD)
2006-02-01,23816.45,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2006 annual USD)
2006-03-01,25487.89,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2006 annual USD)
2006-04-01,28037.83,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2006 annual USD)
2006-05-01,28344.52,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2006 annual USD)
2006-06-01,26557.02,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2006 annual USD)
2006-07-01,26079.91,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2006 annual USD)
2006-08-01,31604.26,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2006 annual USD)
2006-09-01,35804.25,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2006 annual USD)
2006-10-01,34671.08,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2006 annual USD)
2006-11-01,35271.36,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2006 annual USD)
2006-12-01,52650.76,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2006 annual USD)
2007-01-01,47696.25,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2007 annual USD)
2007-02-01,48680.27,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2007 annual USD)
2007-03-01,55929.12,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2007 annual USD)
2007-04-01,57833.44,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2007 annual USD)
2007-05-01,54685.37,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2007 annual USD)
2007-06-01,52152.01,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2007 annual USD)
2007-07-01,49984.32,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2007 annual USD)
2007-08-01,46381.59,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2007 annual USD)
2007-09-01,52218.59,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2007 annual USD)
2007-10-01,54467.58,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2007 annual USD)
2007-11-01,59468.67,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2007 annual USD)
2007-12-01,72600.81,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2007 annual USD)
2008-01-01,83037.81,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2008 annual USD)
2008-02-01,91011.23,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2008 annual USD)
2008-03-01,95022.92,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2008 annual USD)
2008-04-01,92483.82,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2008 annual USD)
2008-05-01,88923.57,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2008 annual USD)
2008-06-01,84657.57,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2008 annual USD)
2008-07-01,74009.38,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2008 annual USD)
2008-08-01,50482.28,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2008 annual USD)
2008-09-01,58288.82,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2008 annual USD)
2008-10-01,62763.44,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2008 annual USD)
2008-11-01,41394.17,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2008 annual USD)
2008-12-01,27996.06,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2008 annual USD)
2009-01-01,30717.55,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2009 annual USD)
2009-02-01,30601.63,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2009 annual USD)
2009-03-01,26494.92,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2009 annual USD)
2009-04-01,29165.11,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2009 annual USD)
2009-05-01,29794.95,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2009 annual USD)
2009-06-01,27447.08,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2009 annual USD)
2009-07-01,31916.3,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2009 annual USD)
2009-08-01,35064.37,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2009 annual USD)
2009-09-01,35726.74,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2009 annual USD)
2009-10-01,32312.21,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2009 annual USD)
2009-11-01,37960.59,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2009 annual USD)
2009-12-01,37856.05,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2009 annual USD)
2010-01-01,40702.42,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2010 annual USD)
2010-02-01,41508.01,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2010 annual USD)
2010-03-01,37414.14,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2010 annual USD)
2010-04-01,42039.98,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2010 annual USD)
2010-05-01,40474.35,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2010 annual USD)
2010-06-01,38947.73,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2010 annual USD)
2010-07-01,38062.5,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2010 annual USD)
2010-08-01,38464.76,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2010 annual USD)
2010-09-01,41186.36,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2010 annual USD)
2010-10-01,38897.62,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2010 annual USD)
2010-11-01,37104.77,USD per metric ton,IMF Primary Commodity Price System (PCPS),Monthly (index-based reconstruction),IMF index × scale factor (anchored to 2010 annual USD)
