date,value,unit,source,frequency,notes
2020-05-01,1466.37,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2020-06-01,1568.57,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2020-07-01,1643.81,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2020-08-01,1737.26,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2020-09-01,1743.77,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2020-10-01,1806.1,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2020-11-01,1935.28,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2020-12-01,2014.67,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2021-01-01,2003.98,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2021-02-01,2078.59,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2021-03-01,2190.48,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2021-04-01,2319.39,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2021-05-01,2433.53,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2021-06-01,2446.65,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2021-07-01,2497.64,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2021-08-01,2602.99,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2021-09-01,2834.56,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2021-10-01,2934.39,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2021-11-01,2636.45,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2021-12-01,2695.53,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2022-01-01,3005.98,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2022-02-01,3245.79,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2022-03-01,3498.37,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2022-04-01,3244.41,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2022-05-01,2830.32,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2022-06-01,2563.44,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2022-07-01,2408.42,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2022-08-01,2430.79,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2022-09-01,2224.76,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2022-10-01,2255.54,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2022-11-01,2350.72,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2022-12-01,2401.69,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2023-01-01,2501.82,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2023-02-01,2416.18,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2023-03-01,2296.42,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2023-04-01,2343.23,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2023-05-01,2268.6,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2023-06-01,2184.75,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2023-07-01,2159.73,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2023-08-01,2136.57,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2023-09-01,2184.67,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2023-10-01,2192.21,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2023-11-01,2202.26,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2023-12-01,2182.43,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2024-01-01,2192.82,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2024-02-01,2179.46,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2024-03-01,2226.16,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2024-04-01,2506.1,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2024-05-01,2564.54,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2024-06-01,2497.61,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2024-07-01,2349.13,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2024-08-01,2343.67,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2024-09-01,2449.92,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2024-10-01,2595.58,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2024-11-01,2582.19,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2024-12-01,2541.02,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2025-01-01,2573.4,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2025-02-01,2657.6,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2025-03-01,2658.29,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2025-04-01,2371.6,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2025-05-01,2448.79,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2025-06-01,2525.96,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2025-07-01,2606.37,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2025-08-01,2597.34,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2025-09-01,2653.32,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2025-10-01,2793.09,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2025-11-01,2819.06,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
2025-12-01,2875.53,USD per metric ton,World Bank Pink Sheet (live download),Monthly,"LME aluminum spot price, standard grade"
